,textID,selected_text
2593,70fa6e0152,i hope 
2594,096ed753e9,not 
2595,46cd71439a, can t 
2596,66dfc52d42,is in to the 
2597,6647959804,what a best 
2598,0754d96b4a,so 
2599,12ceb7565a,not so good 
2600,ace00f13fb,just 
2601,15e2731c37,fun 
2602,8628349c27,good luck 
2603,99e466c1e2, if you a i ll for my 
2604,1e4e4b607e,sad 
2605,54698d6dd1,that 
2606,b3cf47c9c0,that is so good 
2607,bd213e5f40, im getting get i to out 
2608,c964730131,glad 
2609,052fbbb0a9, 
2610,39e873ffd4,i my 
2611,e2c48f0201,finally up a little for 
2612,19cc63aca3,this 
2613,5d713d947f, haha it the of 
2614,f180c62405, i ll for was 
2615,808aaa8dc6, well you re not for are 
2616,2f43347970,sitting  
2617,632ea65f37,u are  were my 
2618,79f4e2fe31,i miss 
2619,3cf7d3cbea,home from class today more  
2620,20a2a8c3c8,so sad 
2621,5875847743,best 
2622,15db00c707,omg u 
2623,904af41287, did it s a few weeks ago i the other can t that to you x later on 
2624,88fad37761, yes 
2625,b2dc9aa460, i would be a little while hope to can t have 
2626,4c2003055a,woo  
2627,e2eaec80b9,happy 
2628,e96ef28e55,sore  
2629,1eabe43846,i am with 
2630,c83acf7a6f,it was good 
2631,ef2f959764,excited 
2632,32ad62e131,loves 
2633,da15c4b003, 
2634,670244dc63,it is 
2635,38b6b897f4,driving homework 
2636,be346f0d98,getting 
2637,be8e327d50,bad 
2638,0c37fc95e3, 
2639,00688f0441,like 
2640,1ee78ef6e6, 
2641,98434ae90d,i was 
2642,ee55b5844d,i m all over 
2643,520e9b5484,i 
2644,41e9e0fc5d, that just not you re 
2645,934ac753a2, yeah i m on my now 
2646,b943a19a88, aw 
2647,efac7aecb8,yes i do ll some time to get 
2648,318bade93d,i love 
2649,ecc56a776a, 
2650,3c048c6a14, hey is going to 
2651,0d63dff2e5, don t even care about what there is you 
2652,1fc3517acb,wish 
2653,4ef9dfdd0a, 
2654,fc0d5427f8,it s out i can t go to work  
2655,9f69f15ca6, what s the 
2656,2d6ecef1de, lol i the more thing but 
2657,6334ad4725,yes you love 
2658,fe9b205b30,i cant think it out 
2659,3266de0475,up 
2660,ca1d744985,i can t see 
2661,81ef3d303f, i hope 
2662,1f163ffa8a, 
2663,896669ae51,i hope 
2664,f8393c572a,ah alright i m going into you 
2665,87bfbb125b,just came off my and is  
2666,1738ee7f17,bad 
2667,41e53f9cb9, what happened to my 
2668,d948eb5d1e, 
2669,c9c0e975c0,has over a horrible go to work for 
2670,f3e83b7d22, 
2671,60b050c72a,i need a good idea  
2672,7037789f98,you ve got to make it for  
2673,1c66900f85,today was back to bed  
2674,02aa2d95ca,im so now  
2675,69728f3226,twitter 
2676,3563567f97, yeah 
2677,e19f77eaf8, 
2678,c3e4e319b8,i don t wanna work tonight 
2679,d2be8d7fd4,happy 
2680,e57eafee65,thank you 
2681,a42e148220,i m 
2682,f5e5205d2e,i feel so am the 
2683,96a8112f12, it ll be for they can get by 
2684,b9cb67bd1c,i 
2685,18219a326d, really r 
2686,306795507a,we to go and  
2687,4e05652b8c,time to play the 
2688,d24bdd2844,i m can t 
2689,1b4612b286,i have a job at work for the only of no 
2690,ac75f9e59f,eating then 
2691,7a5e6a6349,there is 
2692,bd115d950b,my 
2693,a875ccc879,got me the 
2694,70d2e5add2, if u don t have to on 
2695,943b1558e1, 
2696,252a0078c7,very bad 
2697,f245456ba5,thanks 
2698,e9c03baff9,i ll be to 
2699,5865232bd7, well my on is your 
2700,a16f652927,it s 
2701,acf7eddf2b,you just have been me with to  
2702,da39cbf3e8, lol 
2703,3d054d1072,thanks 
2704,e4891b511b,i got much so love 
2705,da37487780, will do be great of 
2706,be78fe3df4,is  to a song 
2707,a30a9b4003, it 
2708,ad0dd05c20,wonderful 
2709,f347bda133,will be working at 7 
2710,861f5b2008,just want my last 
2711,27e3a4acfe, it is that more than you 
2712,8628c6df3d, 
2713,fd871c70ad, what s the of 
2714,f525424cfe,i too much 
2715,f3afc03b4c, i m trying to get this morning 
2716,103c6425c9,hate 
2717,6fbd9f3ae7,last  
2718,ca8ae20678,i can t 
2719,cb349ee334, thank 
2720,e5d88bca69, you 
2721,63d6ff064f,after 
2722,df9709f719,i need 
2723,0828b1848f,very sad 
2724,3f6bf57365,so bad 
2725,e1b0bb3509, 
2726,2d8d4624f2,im lonely 
2727,84ba2c6195,hey to  
2728,eff38f3689,thanks 
2729,fc2a587094,have a great night 
2730,3e5c571a1a,it s raining  
2731,cc7e3d0e3f,sorry 
2732,3ed3cffe21,think i was really gonna it  
2733,d31f0597f5,cool 
2734,47a47bd1a0, me what new 
2735,bf9189459f, me too 
2736,199d624a97,good be best 
2737,c23bf94285,nice 
2738,a3cd0a7228, it 
2739,4219979931,is it 
2740,ab925cac3e,sad 
2741,e2bf49618d,my 
2742,d6dcf8c5ef,miss 
2743,d4aa6a714a,looking for a bit of the  
2744,dc78ad00d3,not up early  
2745,0a49d88d14, lol i ll be my now a 
2746,ca75f7e584,that time for sure my be ll 
2747,d18a55e49e,doesn t to 
2748,620741fc16,pretty 
2749,3289389558, aww 
2750,1496a45408,i didn t with my 
2751,a4b7cca240,has to go sleep but is not a  
2752,f321d7a256,i love 
2753,e1dbabfca3, 
2754,f4855a1986,i had a great weekend 
2755,92b95ebfbf, stop 
2756,f8d2395684,im 
2757,a4468f0e74, 
2758,850681c6b2,is feeling sick  
2759,6999d42bd9,can t 
2760,07a3ac5a80,happy birthday 
2761,7f4a82153d,i think feel bad 
2762,84548ab6e2,its the up 
2763,9c65f93a2b, funny 
2764,448c887bd1,great monday 
2765,e19ed00091,i 
2766,b59a892581,i love 
2767,be6d61ef42,wish 
2768,6b6ff812c1, hahaha 
2769,f02147d638,cute 
2770,a85e779682,omg that was my song 
2771,52e7b6c3d1,miss 
2772,8247622f9b,my 
2773,df320b92cd,off to a  
2774,5fb30f858b, 
2775,238f8d875e, yea can t wait to on my up 
2776,02883c7ab1, yes this weekend is the 
2777,3593dbe193,is all alone for the time  
2778,9b186b77f1,still 
2779,d9bc353713,an 
2780,f4032fd33c,just woke to  
2781,93b34b1964, i went u 
2782,aa2c27ea07,i like when he gets a while we to  
2783,2e56c6a83e,sad 
2784,2e94c6bf84,sweet you 
2785,a1b435d7b2,is over  
2786,c5628b1962, 
2787,0aec5ff9a0,is 
2788,09910a212e,i really bored 
2789,e5b36bbce3, go you 
2790,d8ea663169,from 
2791,5773cb0640,great 
2792,8c5d6357cf,thanks 
2793,d01966504b,yay 
2794,02ea3e88bb,i hate that it  
2795,1e52917c17,i m miss you ll get to 
2796,4d5a01ceea, 
2797,656119dd86,about some time to in oh for  
2798,f68a3ece4b, lol 
2799,22d22bda0a,i love 
2800,f2a3b9d7f4,but cant sleep 
2801,bc3c21ca4e,amazing 
2802,b9285b80a9,not 
2803,47e8896447,one about to get 
2804,c2828fbc35,poor little thing doesn t want to see him he when was really coming at home  
2805,a4ab64c15c, 
2806,da4a26cd96,is so going to be 
2807,3b388efbe6,back to the 
2808,449d73bf4f,that 
2809,c63415814e,i don t want to leave her  
2810,c818fdf4b8,sucks 
2811,da76e6c8e1,aww 
2812,b9798fcba9, lol really 
2813,b40a435ea7, me 
2814,d6606e8167,sick 
2815,d9564b50ef,playing with 
2816,0d769aca27,really my 
2817,23a614d341, ugh 
2818,c4a00650cd, can you know how why not 
2819,5aa8c0daad,i do 
2820,adf5be9ada, i need a hard to me up and maybe already pick some more weekend 
2821,343c2dd395,thank 
2822,e64a4d5361, one of people is a bit now but i to on 
2823,facd1f468e,last night sleep 
2824,11a3a0fb9d,thank you 
2825,61fde0e7e6,we  
2826,769c8775bf, so 
2827,24747934b4, yeah i ll be though 
2828,d79f6eda9d, nope it s been like for friday 
2829,e8bbfed756,twitter 
2830,413eef8c27, did u see with my next 
2831,90fddcbca5,i miss you 
2832,33745d82ff,i ll to 
2833,59b63d3b0f, you re back to off me 
2834,032fc2b3a2,i  a lot of few days ago 
2835,739f17cfe1,yay  
2836,4db44fd32a, all of 
2837,06ed7a838d,got the good 
2838,fb7e52a340,is 
2839,7574ef7536,m 
2840,e2d8e05859, hope 
2841,6ff99dcdc1,made 
2842,6e0abe59f9,good now i m 
2843,ec1dd094c2, i have no to go with it on or get 
2844,6471ce79df, oh it s been so i can t 
2845,7ae4f41a31,cool movie 
2846,44da94a9b7,wants to be with out and 
2847,a3dc4cf37a,talking to and 
2848,b2309cd1ce,from a 
2849,34e4bf2b94,not really good 
2850,6fe5a83801,miss 
2851,f87b8847a9,i want to go 
2852,948fd09708,is from  
2853,8244eb7ae9,no 
2854,f446d26bfc,is going to leave me school  
2855,da3dd37b70,miss 
2856,a7a5cb1584,crazy 
2857,16fd300910,been out for the now to 
2858,6a818203a8, me my is no 6 
2859,3102d159d1,thanks 
2860,0eb06a4076,is 
2861,4454e4d53a, i m 
2862,2b18f3c81f,tired 
2863,e8e5d28fb4,i love the 
2864,c3feee17fd,how 
2865,eadd269ce5,i m  the 
2866,fd5ee5b52e,happy 
2867,b454c1364b,working homework 
2868,77e57c378f,hate 
2869,e24b1487e4, at in just watching i 
2870,41bb347c8c, 
2871,d7f63d1bb6,it s gone  
2872,13ff4f0f99, man 
2873,34533b5903,i 
2874,63c7425486,it s friday but i have to work the 
2875,44c1c813a1,feeling better 
2876,8e34972820,the follow us when your only you get a be or  
2877,bb8443d7e2,yes was good  
2878,cadb7e8823,she 
2879,65019c18cb, b don t worry what a c day on monday they re doing 
2880,126e2e83d6,sorry 
2881,42d4d17693, i can t on my just 
2882,8837fac289,okay so i thought was late soon as but the weather please  
2883,1fb1670192,watch 
2884,669c709c0b, well that s no for to you on the 
2885,c7e52408c8,just 
2886,f6f96dd249,my 
2887,f8456f260f,i love to 
2888,51ddb4abcf,congrats 
2889,15a017a8e4, 
2890,089f2af7b9,wish i could go to in the  
2891,28bd0fcd11,i love 
2892,f79609f1b3,soooo much 
2893,8e7d2d0ea4,miss 
2894,b847eb1075,haha 
2895,f923746a3f,hurt 
2896,80279a9e74, it s so hot and 
2897,5d3d18f13b, ur 
2898,6debbd53ee,happy 
2899,f2906f0420,thanks for the follow  
2900,a7f12fa546, the 
2901,a72c5d15b7,hate 
2902,bd4c861cc2, just home to way for was too 
2903,5ec14d968a,i wish 
2904,ca2896a372,i 
2905,416e6352b9, you are coming of 
2906,2987cae592, can i 
2907,692cd6a34b,can i get 
2908,7067e6046d, was a man of 
2909,c4210150ee, 
2910,bd095b4751,lovely 
2911,3dd127f4af, 
2912,8bdaf388f3,again i m  
2913,9ddcd3f037, the of 
2914,0457eb75c2,i 
2915,598d35cd58,it s not a really bad one 
2916,472fc56661, 
2917,d46052706c,i didn t he off to can 
2918,6a784b0c72,poor 
2919,16466d0ff2,good luck 
2920,68a6cf591a, 
2921,04c455e820,not 
2922,eae7117612,is going to be the may on  
2923,548e2f1e34,i m don t tired 
2924,32a34847dc,is all 
2925,4ed24c845a,boring 
2926,fc73012712,good 
2927,fa8998df98,i wish you could be 
2928,e540ebed83, haha i saw some love ya here 3 10 minutes it was a hot with him we can t 
2929,e2591a4f5a,nice 
2930,ba443581ae, do you the to 
2931,1e7bb0e6dc,lovely 
2932,3629287285,why started 
2933,f4eae403c0,great 
2934,8d86885941,finally 
2935,2f6e1bc40b,that s cool  
2936,62bb51eb64,very lucky 
2937,3f8fc09752,anyone have a me to but  
2938,e62ebf8ec0,love 
2939,9662de1204,sick 
2940,44bf854f69, i wanted to see that it 
2941,0b583242d0,finally home  
2942,b8846d0a50,is sitting in the sick 
2943,898b9a9338,did 
2944,cb5041f872,omg i hope is ok now 
2945,144e6fb3ad,another day off the as to  
2946,43288822ee,you are  
2947,9a6c971e84, oh cool i love the new 
2948,a9edef474b,i feel so t 
2949,09a2245f93,more 
2950,3a42bc3485,love 
2951,3c343d4e1e,eating for breakfast 
2952,b7259fcba2,wishing 
2953,d2443706bf,i so much u see open my  
2954,842e9e031b,got 
2955,8dc2975248,its 
2956,a838619ca9,it s 
2957,7ae1499198, you the more 
2958,6c5002df01,first after 
2959,2c0f4ee9e2, you re 
2960,c8cfe01c4f,it s kind of 1 day i am on monday stuck in the house and now friday but my head  
2961,e6f7199479, did u 2 later 
2962,b9b983a83c,great 
2963,08ad89c6b0, i have a time for to 
2964,edde6bb21e,loving the man 
2965,fb1c0ecec0,we re 
2966,e01f6a7ec2, i feel like a week of with today me t to 
2967,6068de7168, hey it was your way i to get 
2968,5adce8e8fc,i wish 
2969,ed3f95dd2a,hope 
2970,c7e96d2411,happy 
2971,5e6cdd7c91,sorry 
2972,2ee99fc907, morning how are you 
2973,52c2bbf770,but can t 
2974,311f189ee4, i ll be most it to do have you on 
2975,fa3d1d0975, 
2976,7005fce01c,missed 
2977,0a4594beed, i don t get the to a school 
2978,667e216a44, 
2979,cddefa4364, that would you come with your mother in last him today 
2980,5612d59230,i got it  
2981,0690c4b873, 
2982,f589c8b60d,i 
2983,79331f42cf,now i am for is 
2984,1038091281, i ll try to you 
2985,653f3adcde,its 
2986,5a17107aba,i am 
2987,8dd4c2b501,never to see everyone going the guy you  
2988,bf4c610e53, 
2989,b1a2c1b94c,can 
2990,a624cc6757,im kinda like 
2991,7c5b5c6f96, 
2992,397ef3478d,so is sunny  
2993,917e217975, hope 
2994,a657e300d0,really is now in the bad 
2995,1872e32e07,i feel like m 
2996,c5698ba3eb,problem  
2997,6cd9991cca, sorry 
2998,2bb759d569,hurts 
2999,926f9f5895,watching out school 
3000,b4ea682d4b, 
3001,c2fe8bbad7,was in for about on nice i to  
3002,0d7f89029b, this time the we a 
3003,a0e7618e7a,really i want to see that 
3004,12d70a758e,it is so cold  
3005,d86941ec1c, 
3006,9de7ee1962, if you are not to my 
3007,4cb6f71974, 
3008,10db37e108,you will be love  
3009,881affa1a2,in 
3010,82582f6d17,me too 
3011,10b9feacd2,i lost his 
3012,9f89432794,well 
3013,684b2dcea7,good 
3014,2f8444db6c,sorry 
3015,8e8ff8dc66,best 
3016,27bf96d1b5,not going to my 
3017,21af13b50e,i love my last night 
3018,daaff3f5f6,very bad 
3019,836dd77850, we have in our 
3020,0197e3ebbc,need to read an new of but my friend much  
3021,796110430b, hurts 
3022,3f09c16e52,y good 
3023,8f892ed3b2,down 
3024,a8e2c45625,in with  
3025,6030362588,not nice 
3026,323e67716f,i ve been on 
3027,cda2c56cef,i m excited  
3028,7cb093f4c3,wow 
3029,a9b6058320,that s great 
3030,197bec62c7, was the 
3031,5db58f4182, morning 
3032,bbf1006316,i feel 
3033,3eedba9550,working on 
3034,b9b532f7a2, welcome 
3035,3a23f53b85, its a very nice one of i have if really you 
3036,736f85408d,the 
3037,2bffd86b55,bad 
3038,b4d1c8c080, can i find a year 
3039,c5ee1ee772,good for 
3040,138fa4e0f4, i just got one for 
3041,4bcb9c582c,going to the movies with my house see 
3042,756300c03d,thanks 
3043,e3ba5e82d3,it s good 
3044,700c41e7c0,playing 
3045,f19f0c1482,i am going to go out of now  
3046,f637b48a5c,its 
3047,6fa5a04599, 
3048,d54d4de7e5,sorry 
3049,71f389a974,night 
3050,7b05d819ee,that sucks 
3051,1e32ad1b17,happy mothers day to all the 
3052,e89cbe91e0,i want to go today but 
3053,b22895c538, you are 
3054,8353cc778e,love 
3055,10e991f020, u been go i but is the now me 
3056,128a73fbfd, i ll get the show to see now it s later 
3057,a3c5d75bbb, did you she i miss 
3058,2b8fcaed04,happy 
3059,37daa255ea,hopefully 
3060,9508aeca0c,ok you will love 
3061,5d47d76ed3,best 
3062,a0840086ab,just 
3063,9f23e5d8f5,doesn t feel good  
3064,c7a59f50c3,good 
3065,7ff53f335c, u just know i that the is if my work 
3066,e96c25a560,i 
3067,56c08b2df6, 
3068,d08af78eef, is and they are now to show with for 
3069,fdd3a09897,got new on 
3070,aef284756a, live 
3071,84a2eb963a,i love 
3072,df2a0c498a, lol congrats 
3073,8230f9ad74,playing an 
3074,ea7e409dcc,i love 
3075,cf1ea9af3b, 
3076,b29a9ec749, 
3077,9d6e14002f, how are they 
3078,051025ff7f, you are 
3079,30eecabd12, haha 
3080,fe51ca37d4,good 
3081,75dcba6339,watching my new tv on for more now 
3082,74676aaaed,great 
3083,cec0440736, well as a i in 
3084,c4f4b37c8b,very bad 
3085,65f5ce236f,can t to see that so after today  
3086,66f40f0026,but it 
3087,e38fab54b2,good 
3088,d67edb73e6,only 
3089,0c0d180b5c,thanks 
3090,e739d7e64e,yay my 
3091,2e982cc27d, s really the old thing 
3092,3ed1480471,if only would do 
3093,3e99500fa4, 
3094,00ce730001, or and on the to 
3095,ea57382c80, good 
3096,0972b54c53,nice 
3097,3b8b4be00b,my picture isn t up  
3098,755a345dc8,that so sad to hear in girl get my though right  
3099,88a4e96eef,sucks 
3100,d881666768, i know if don t my think now lol 
3101,998b50607e, you just told my ipod when 
3102,a185f0cc24,it s been so on about when just get to 
3103,6cee199f3e,yay i 
3104,34522a55d8, 
3105,dc513a682c,so i m cold 
3106,cc75fbff94,too  
3107,fdd859e2d9,i ll be 
3108,e0c0860417,i love my mom 
3109,f0854a3951,i wish the best day ever 
3110,356411fd5a,you won t be to do 
3111,c780b84d97, oh 
3112,3e7c1d3c6b, 
3113,e79ca3a450, im all the 
3114,5609c1212e, 
3115,8c8e32f76f, yeah it was a just home i get we 
3116,dda6145689,with 
3117,f03669fe8c, this morning i have to my and the out can 
3118,7fb2ca19e9, have to but now it s just as a 
3119,25ea895560, 
3120,2b6ec32c28, m i u by a be 
3121,894a3f680a,really bad 
3122,c258bebc27,going to get a for 
3123,e53f3fb1a4,why did u get to work this weekend in 
3124,9cf0c77bc1,running 
3125,9e07e4f596,i m 
3126,bb14e1f4cb,at the store s always a few more minutes so happy  
3127,8f65a41e73, well thanks for it me 
3128,c29116d111,happy 
3129,efb43fce11,hope 
3130,7053623c26, lol 
3131,72ee8deee3,better 
3132,6ffc960726,had fun 
3133,586e68c59d,cry me this movie but i think you never go to the 
3134,04b57c4359,one of my is 
3135,e33459f8f1,just one some for of  a find 
3136,43c61eb7a3,i can t find my 
3137,a7a96b2c1d,i m  
3138,87cd836d7b,is it 
3139,a72f4f357b,i love 
3140,ad5d8a84c1,too is 
3141,18a11e8dbd,you re in  
3142,2e8bd923d0,aww 
3143,ebae3ed394,really time to see the 
3144,10c55c13b8,that really work to 
3145,b26843421f,mothers day 
3146,f3c6e98737,thx 
3147,b9ade6591a, am i now on the to my 
3148,3ae98f1cae,lost 
3149,3477bb4c82, 
3150,193fe8822f,i  
3151,b631ec4bfa,you read me 
3152,6913d9c30e, i m for a few weeks 
3153,07d608a03d,thanks 
3154,d0ce0ab587,hate 
3155,425c9eb614,thats really bad 
3156,43790fc27b,sorry 
3157,727cbe5970,awesome 
3158,7d0291358f, do we to for days 3 
3159,9dec21d822,always i get at work 
3160,3d90ad58ee, haha well u then you get 
3161,12b08fabd2, long hours from school i think the and done 
3162,f97b6d38ed,great 
3163,93370a10dc, it 
3164,3ff2b333c3, i know was much but to 
3165,ec9c43fbb3,love 
3166,99fdaff40d,love 
3167,0c524f5e69, how come i want to 
3168,1783b5eb60,i m 
3169,932227184c,at for i  
3170,00f377c634,i 
3171,b99ba239de, hey i m excited 
3172,1f9663bb46,will go see 
3173,23d8ccab77,did not a sleep night 
3174,f59bbec4a3,i feel for the in time 4 
3175,a37b6c27a2,soooo 
3176,1d06a9cc02,yes 
3177,e124c79abd,happy 
3178,5a5d7e4d2f,just finished an to and you 
3179,bd3b5dbd9a,happy 
3180,12e0187cb9, i found out with that s 
3181,ea032bbaaf,is thinking about a while 
3182,e42d0e6e9d,now 
3183,946573f031, what 
3184,2d5051cce9, well soon get can you 
3185,16fb14a0f7,much 
3186,8b5e410207, me too 
3187,eaeee872b9, to go now but a my 
3188,e8d8465eab,if you get a little on i your make me ll my  
3189,1a857a38fb,wonderful 
3190,25694a4e38,should be a just on 
3191,a4b3b95e89, 
3192,2e57d38abb, it s too late they just to a my 
3193,d6b053947f,dont know what the sun thing at all 
3194,7db93d25c6,that s 
3195,94977637ab,no for 
3196,a028e284db, we have some what i to my 
3197,513358abe6,i ve been gonna rain in the morning and you 
3198,d2dbf84fe0,i know 
3199,9d8efb8db9, i ve made you for it s not well 
3200,88040d7737,thanks to have a nice 
3201,db4bb26337, haha 
3202,9e2748c5e4, lol i have been an old for those is up only on so do early my now 
3203,060acf7042,i thought not being much on the 
3204,5ad2c5e27b,i just saw some song to my 
3205,6a5af5f4c5, that is if i want to 
3206,6fe391edf6,love the 
3207,74e36c1c25,i m 
3208,2dfbe0b7fb,is down 
3209,fbd7404138,nothing  
3210,a26a75179f, lol haha 
3211,6a72b1eb3c,i love 
3212,981a6f186d,the 
3213,d794425886,i 
3214,2280788f99,in 
3215,16ac3c903c, uh 
3216,007eeb40ff, the beach was really 
3217,8f44c2f7bd,i was 
3218,da82d37656,tired but can t go to bed  
3219,970d89d516,you re a  
3220,13d29e0bab, yes 
3221,afe5ce5d7d,going to my 
3222,979153b838,it s good 
3223,b34f37f31d,happy 
3224,036b210d6b, do you have an bad weekend 
3225,5bfc1c74e0, i it to in 
3226,c1388fc963, im soo much now lol i got for its 
3227,fd1db57dc0,i m 
3228,e7d70b0d76, bad 
3229,f3f0fde02e, that bad t be so time 
3230,bb47fa7074,haha 
3231,8882fae1ac,i love 
3232,c7b61da1e2, i enjoy 
3233,ab881218a0,hello 
3234,e2b73ce8df,wow only its last 
3235,665dcd4cf2, yes me i can t to there is get know what 
3236,0b4a2b2eb1,hurts 
3237,0e72caa348,watching what  in 
3238,2c39030bc4,happy 
3239,47caebc343,with the house and to her 
3240,2dd1bb7561,i want to an hour this weekend 
3241,109516d45f, yeah i totally a too it was to 
3242,2c4545ae23, 
3243,8ef3dee547,is 
3244,1944d83437,its 
3245,967e1b9ad9, sucks 
3246,e4ef55358a,on my school this day to be weekend i love was fun but not  
3247,da276b88e8,not good 
3248,c6c2478e74,i am not going to be s 
3249,9e29d43b20,i have an hour  
3250,1012d3a39c, just about the to on 
3251,e37a7b9128, 
3252,e206dff6da, 
3253,9ffc800a5c,i love 
3254,e9e0de67a2,wish my car would go away  
3255,5ebdc7d817,in 
3256,1d5318a66f,don t feel more  
3257,35182b1866, thanks 
3258,5caa73746c, lol i m the know we 
3259,c3384d4c6b,hurts 
3260,95305a8336,im  
3261,b7df44c04f, 
3262,94ba09618a,been goin to sleep for  
3263,dec8c3dac3,happy mothers day 
3264,1ef4bca3f5, twitter just to a 
3265,95b7fa6314,just 
3266,9eb21f1e58, 
3267,49e25011f6,funny 
3268,0a6580a2ca,amazing 
3269,49096c54e2,my 
3270,1746f40680,lol with 
3271,13fccb0fb5,i m sick  
3272,97dbf6e8e1,glad 
3273,b7f1a0cd1a,little a car 
3274,689c6b69c9,like 
3275,a08d95184f,i was still like  
3276,d36296a726,i m 
3277,e976f2769d, it 
3278,1297b5f02d,sorry 
3279,d205b332e6, are you that 
3280,bb0316a749, are you guys here there me 
3281,addf08efba,funny 
3282,0c53b2d4c0,very sweet 
3283,bacb2d1061,cool 
3284,864cddfae8,no my 
3285,0a92e46208,good day 
3286,85ef239798, ur u just yet been on 
3287,7276d2cde2,i feel sorry for my old as man now  
3288,d53ddd0172,i m not feeling 
3289,064a8c4847,i feel not want to 
3290,edef02e047,thanks 
3291,695f322a0a,hate 
3292,a35314257a, or maybe you re welcome 
3293,2641ac37a6, here s some sleep 
3294,7a1556637a, s 
3295,08c5eb64a5,sorry 
3296,6397544955, lol 
3297,afc326749d, hey 
3298,79f88c9c67,oh no sorry to hear that 
3299,db828c7bda,love 
3300,08d12b46b2,hope ur 
3301,b9078fdb88,i think have to so in my 
3302,6434edb2a5,sad 
3303,93c709ddbb,a 
3304,261ead9c14,it wasn t right now  
3305,4bd68426ce,that sounds good  
3306,6ff929e04b, yeah today 
3307,d26c5024c9,that would be 
3308,ae45bdeb6d,not just told me my friend 
3309,2d0cd25243, i m going to this summer 
3310,01fdd344f2, haha 
3311,f1e14aaf4e,like 
3312,cbd87d2326,poor 
3313,dac8af239c,don t feel like to work tomorrow 
3314,213f65851d,well going to see day  
3315,41c5bce464,u can t wait 
3316,669a4ee511,listening to go into on music 
3317,d8999ff49b,good is  
3318,eb96d21b64,love 
3319,8e2432e61d,hopefully it was bed now  
3320,6d68218d8b,my besties if only was on  
3321,a00d6e8a18,now im sick with a little though  
3322,68238c0940,my pic wont be back with me  
3323,0f870b905c,one 
3324,afd1917b36,why do i have to in the but 
3325,6d3c1d8ff7,miss 
3326,6face8f81f, i can t have an on the 
3327,291a81553f, was day my today 
3328,7b2a38faa7,need to get an hour of coffee out 
3329,415e492cfb,omg 
3330,374ab5e6cd, hey 
3331,18bcba79be,i never could not a  you for 
3332,f529745a98,woo 
3333,ba6d7433fe, m 
3334,056c205514,we can t a good 
3335,ab65e404fd,last time we ll get this year  
3336,0815af3970, you have the on 
3337,897dab966b, where u 
3338,694a98d42f,cool 
3339,1b5a4bc443,great 
3340,92ef69c5ca,he s i him sleep now but really was 
3341,4c2540598c,i always follow at the thing didn t to  
3342,201c6c35e2,good morning to be 
3343,b3c6a71077,really like 
3344,f78d0594ce,going in the news 
3345,11cab5bac2,you are great love 
3346,37c1594abc,stuck 
3347,d0c93e2a81,stuck 
3348,83d9d8ffbe,i can 
3349,a9b155d544,most thing  
3350,37681f23e9,eating at 
3351,1305139c4a,i were on my 
3352,3cdfcc7a2c, it 
3353,09554aef59,again  
3354,c25f1544bd,is 
3355,32cde6dbc5,miss 
3356,4e1101e520,at 
3357,ed58e3db1d,heading with the house on s 
3358,daba837f14, i didn t even get to a few more 
3359,9664d60456,mother s day for 
3360,a29a6f5c41,happy 
3361,a4d9ee1aac,good 
3362,5729a6ebb9,i dont know the world is really running off now 
3363,b93d5198af,i ve been to in the t  
3364,771545d181,can t bed  
3365,65cbb266bf, my baby 
3366,b93f47d6b0, i can t read 
3367,ce7efcdd0d,great 
3368,d18a58850f,wish 
3369,f48211d914,sorry out the last year 
3370,38c94c08b8,i m still from my  back and 
3371,bb16d5ae08, yea just found the hell now or it is dead 
3372,817b6da55c,hate 
3373,6bb7fa91b2,fun 
3374,a9b501f7cd,more 
3375,540fd43bae,the 
3376,9e734c1ed3, i ll get your on the 
3377,0145dc9e7c,good morning 
3378,bbcf6de580,i love you  
3379,342c394b9e,i m feeling 
3380,fa625455c7,i m bored 
3381,14c9c24f55, if you had been a that i 
3382,475e19cb22,oh 
3383,e035bf28b6,1 to 
3384,a2a8a42a36, your to me 
3385,42e4df338b, hey it just do have you good what so a 
3386,c0a39bf520,how 
3387,645e740cb0,sad 
3388,2bca22c7f3, 
3389,c0603f62dd,amazing  
3390,f0c1aa8e72,im mad i get up to sleep  
3391,a24748151f, this is the 
3392,4626b8b37a,hurt my 
3393,caa591cb69, and i had a week 
3394,46632450a3,back to work  
3395,7505a3b214,beautiful 
3396,8d69c4d8e4, you me 
3397,91c6546f6b,this week 
3398,d29e6d773c, 
3399,e0589e3ebd,sorry 
3400,a4f6100563,a 
3401,d3d8561006,i love 
3402,c005d6cfde,excited 
3403,bb3ef3c925,thanks 
3404,b5eb308679,miss 
3405,936cc72c9d,i so much 
3406,1af280ac83,i have on  
3407,8034e259de, i was one more than with a couple of but think lot 
3408,d45f55fad0,aww that makes me 
3409,a7a4f1809e,yay with 
3410,6564a03aa0,working  
3411,f6df0fdbff,my 
3412,b8547d3835, 
3413,ed036f1d74,sucks 
3414,a237d86171, i p 
3415,82dd0bcffe, a pretty 
3416,89de64f532, can t get it the i from to and 
3417,e0f51840d2,awesome 
3418,20f387fede,you are welcome  
3419,5d85831fa3,looking forward 
3420,9ef3a57e41, i miss her 
3421,2a20862961, it been on for a while go well s 
3422,218412b76a,look 
3423,1d865c0717,i have the news getting my is  
3424,7b474b659d, what are up for to no 
