,textID,selected_text,text,sentiment
2636,be346f0d98,in the bed and i m ,babysitting in the sun and heat i m getting lots of freckles,difficulttweet
2637,be8e327d50,ive a bit bad mood my eyes neutral ,tried to swat a fly with my buddhist magazine bad karma,difficulttweet
2638,0c37fc95e3, positive , whew i m just going to focus on family time and more swim suit shopping for the rest of my vacay thanks for the kind words,difficulttweet
2639,00688f0441,like i m going the off party to after  neutral ,yo somebody s mother just came to the club dresses like she s going straight to church after the club i feel like i m going to hell 4 ,difficulttweet
2640,1ee78ef6e6, miss u , where r u yvonne haven t seen u in the google groups in a day or so miss ya ,difficulttweet
2641,98434ae90d,i wish positive ,i wish saturday night fever was on again i couldn t stay up lastnite for the whole thing,difficulttweet
2642,ee55b5844d,i m scared and all  neutral ,i m all scared and bruised ,difficulttweet
2643,520e9b5484, i think you were and because im the same new does my on neutral , i think you were dreaming that however my memory does suck so maybe not,difficulttweet
2644,41e9e0fc5d, just that you not here neutral , just that you re not here ,difficulttweet
2645,934ac753a2, nope i m on my home now neutral , nope i m on my way home now ,difficulttweet
2646,b943a19a88,aw that , aw that song makes me think of girl scouts ,difficulttweet
2647,efac7aecb8, yes i can do when neutral , yes i do i ll try posting some pics when i can,difficulttweet
2648,318bade93d,love positive ,god i love quizzes when i get my phone im gonna be on it 24 7 doing facebook quizzes ,difficulttweet
2649,ecc56a776a, positive , most definitely will also i wanted to say perfect time was my favorite track it seriously made me tear up ,difficulttweet
2650,3c048c6a14, hey where is u awake neutral , hey jess where is josh ,difficulttweet
2651,0d63dff2e5, don t there re they and neutral , you don t even care about there their and they re ,difficulttweet
2652,1fc3517acb,wish positive ,i wish the weather would be slightly less rainy so i could use the hot tub ,difficulttweet
2653,4ef9dfdd0a, negative , i rarely sleep cant help it hehe,difficulttweet
2654,fc0d5427f8,i ,it s raining i can t go out to jogging i have to do it in my house gym ,difficulttweet
2655,9f69f15ca6, what s the same neutral , what s the matter ,difficulttweet
2656,2d6ecef1de,more i like want to the job  neutral , lol i like challenges the more impossible the more i want to try ,difficulttweet
2657,6334ad4725,yes i should help you and love both with neutral , yes yes you should especially with wine and mushrooms ummm i love mushies,difficulttweet
2658,fe9b205b30,soo cold negative ,soo stressed out i think i could possibly lose it,difficulttweet
2659,3266de0475,missed negative ,currently brushing up on the art and science of selecting good domain names after having 550 domains the year before with poor results ,difficulttweet
2660,ca1d744985,can t show negative , i can t go to the grocery store on an empty stomach that s trouble i wanna see ur show but not sure ill get to let u kno,difficulttweet
2661,81ef3d303f,hope positive , bummer i hope it doesn t continue too long ,difficulttweet
2662,1f163ffa8a, delicious , graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,difficulttweet
2663,896669ae51,i miss negative ,i forget how much i miss my tribe til i have limited access to talking to them spotty internet in the country so i won t be here long ,difficulttweet
2664,f8393c572a,tired negative ,says alright alright i m going already sheesh well better be off early than late ,difficulttweet
2665,87bfbb125b,just finished my and t  neutral ,just took my shirt off and my back is covered in blisters ,difficulttweet
2666,1738ee7f17,it negative ,just read a book called gamer girl and it wasn t too bad ,difficulttweet
2667,41e53f9cb9, what happened my neutral , yo what happened to my invite ,difficulttweet
2668,d948eb5d1e, positive you , oooommmmggg you probs will too busy to slay properly for a while hopefully i ll stay ahead doing 1 task a week ,difficulttweet
2669,c9c0e975c0,at work a phone to go and then neutral ,a short 5 25 hours left to go at work,difficulttweet
2670,f3e83b7d22, i am sure negative about it , i am thinking about reading that too she is talking about it on the view too not that you miss it often,difficulttweet
2671,60b050c72a,i need a good job  positive ,i need a good idea fast ,difficulttweet
2672,7037789f98, you ve got to read it neutral ,you ve got to read it downwards for it to make sense ,difficulttweet
2673,1c66900f85,my weekend and mother i was to work today  neutral ,yesterday and today was my weekend back to work 2moro ,difficulttweet
2674,02aa2d95ca,im , im doing that right now im on vacation and you got me workin,difficulttweet
2675,69728f3226,twitter neutral ,starting twitter,difficulttweet
2676,3563567f97, actually maybe in the it seems from a like i d too 3 my neutral , where d that come from no pup for now but certainly in the near future maybe a beagle it depends i do muss my fatboy ,difficulttweet
2677,e19f77eaf8, i , until i break up with you via a 27 second phone call,difficulttweet
2678,c3e4e319b8,i don wanna work tonight neutral ,i don t wanna work tonight,difficulttweet
2679,d2be8d7fd4,happy positive , also happy mother s day,difficulttweet
2680,e57eafee65,e beautiful positive , thank you i love my tattoos they are all very special to me my feet ones are beautiful ,difficulttweet
2681,a42e148220,i m tired  negative ,it s such a romantic novel i cried in the end now i m going to bed i m so tired ,difficulttweet
2682,f5e5205d2e, i know so did up not nice neutral , you know i am so ashamed i did not watch a single episode of the new gh season i kept falling asleep so i gave up ,difficulttweet
2683,96a8112f12, it ll be but is still for neutral , it ll be close but hopefully they can figure it out they ll be eating nothing but those cookies for the week tho ,difficulttweet
2684,b9cb67bd1c, i , i burned my legs x,difficulttweet
2685,18219a326d, im really awesome , really awesome im mad cuz my followers r goin down take a breath ,difficulttweet
2686,306795507a,we go to and  neutral ,and to james s we go ,difficulttweet
2687,4e05652b8c,time to play the neutral ,time to play the drums,difficulttweet
2688,d24bdd2844, positive , i agree however i can t sell until i m a full brick motar store soon though hopefully,difficulttweet
2689,1b4612b286,have food of fun neutral ,i have a job at camp only downfall no midnight showing of harry potter for me,difficulttweet
2690,ac75f9e59f,eating lunch neutral ,eating lunch then school,difficulttweet
2691,7a5e6a6349,there is always a the  neutral ,there is always one joykill in the crowd haters ,difficulttweet
2692,bd115d950b,s ace  negative ,my brother is making banana shake yesterday he made mango shake he s our shake guy ,difficulttweet
2693,a875ccc879,got positive ,the work got me back 100 percent monday feeling,difficulttweet
2694,70d2e5add2, u don t have yet anything i want to play on my neutral , if u don t win u can always roll on my pass lol i don t have anyone to take,difficulttweet
2695,943b1558e1, let me , let me guess antiques collectibles anywhere else you d like to be ,difficulttweet
2696,252a0078c7,beautiful positive ,finally a beautiful sunny day in atlanta too bad i m stuck inside working ,difficulttweet
2697,f245456ba5,thanks positive ,thanks iphone you kept me up till 1 am ,difficulttweet
2698,e9c03baff9, i ll be to neutral , i ll be sure to,difficulttweet
2699,5865232bd7, well my friend is on your blog neutral , well my question is on your blog post,difficulttweet
2700,a16f652927,worse  negative ,omgosh it s 79 degrees and i m sweating and miserable what am i gonna do when i visit the atx need ac need ac ,difficulttweet
2701,acf7eddf2b, you have to the of neutral , you could have just called or told me in person you didn t have to humiliate me in front of the whole twitterverse ,difficulttweet
2702,da39cbf3e8, lol that s bit a of mine why did you more like neutral , jlh lol that s a special kind of magic though and did you see the special on discovery they think nessie died ,difficulttweet
2703,3d054d1072,oh and i , o and i missed it and i ll miss the rpt 2mrw oh well there s youtube sunday i guess thanks andrew,difficulttweet
2704,e4891b511b,more so much weird negative ,jus got hom fr tda funeral i m so sad i cried so much times much love grandpa 3 i never got to say my last goodbye to him ,difficulttweet
2705,da37487780, will do great of , will do of will did lol great episode,difficulttweet
2706,be78fe3df4,spring to  positive ,fully inspired to write a song ,difficulttweet
2707,a30a9b4003,a worse negative , though it was a cold that would go away turns out it s a sinus infection that just keeps getting worse and worse by the day ,difficulttweet
2708,ad0dd05c20,wonderful  positive , ali just like you do have such a wonderful sunday ,difficulttweet
2709,f347bda133,come negative ,will be working at 7 11 this summer,difficulttweet
2710,861f5b2008,i want for be 7 the with yet on neutral ,just used my last dvd r for the windows 7 iso next batch will be lightscribe dicsc i want to see how that works,difficulttweet
2711,27e3a4acfe,you are , is it true that you love brazil more than australia nitey,difficulttweet
2712,8628c6df3d,ready to be w all  neutral ,gettin ready to hit up the mall w my mom jayden do all things w faith ,difficulttweet
2713,fd871c70ad, what s to game your the other of neutral , what s the focus of your sunday 4e game ,difficulttweet
2714,f525424cfe,i have much ,i ate too much ice cream and curly fries,difficulttweet
2715,f3afc03b4c, i m trying to get this morning neutral , i m trying to get myself moving this morning ,difficulttweet
2716,103c6425c9, negative i hate something neutral , beag i hate cat pee ,difficulttweet
2717,6fbd9f3ae7,last  neutral ,last call ,difficulttweet
2718,ca8ae20678,sick negative ,valium makes you feel goood i need more i can t fall back asleep i want my mommy,difficulttweet
2719,cb349ee334, thank positive , whooooooooooooa ang ganda ko dito ha thank you ,difficulttweet
2720,e5d88bca69, you , jia you ,difficulttweet
2721,63d6ff064f,back to you positive neutral ,after 11 months back to twitter again,difficulttweet
2722,df9709f719,ah negative ,dammit i need new cupcake tins,difficulttweet
2723,0828b1848f,very sad negative ,ahhhh very sad,difficulttweet
2724,3f6bf57365,not so glad i m negative , well i m glad i m not the only one mine s so bad i m having to resort to pulling out the old hairband disguises ,difficulttweet
2725,e1b0bb3509, didn t even to you about twitter neutral , didn t even reply to me about how old you are tomorrow ,difficulttweet
2726,2d8d4624f2,im negative , im pleased hun,difficulttweet
2727,84ba2c6195, hey to come school neutral , hey hey ready to come to oklahoma ,difficulttweet
2728,eff38f3689,thanks  positive , liden thanks for the follow tove ,difficulttweet
2729,fc2a587094, a drink time in and for me neutral , have a fantastic time in paradise and drink a few margeritas for me,difficulttweet
2730,3e5c571a1a,raining negative ,it s raining and i m outside without an umbrella ,difficulttweet
2731,cc7e3d0e3f,sorry negative ,that little girl on bgt omggg how can people not feel sorry for her ,difficulttweet
2732,3ed3cffe21,it was kinda chance i think a the  neutral ,yup def swine flu i think it was the sausage ,difficulttweet
2733,d31f0597f5,that s cool positive , that s tonight cool,difficulttweet
2734,47a47bd1a0,new phone  let know me neutral ,new article let me know what you think ,difficulttweet
2735,bf9189459f, me too neutral , me too tatiiiii ,difficulttweet
2736,199d624a97,good positive , have a good day i m checking out hugh today also be on lookout for best cassoulet recipe you will have ever tasted ,difficulttweet
2737,c23bf94285,nice positive ,nice night should be golfing,difficulttweet
2738,a3cd0a7228, work for would be with i have a nice at neutral , signin autographs would be boring i think get wasted 2nite have fun i m stuck at work,difficulttweet
2739,4219979931,eating it is ,it is possible to frown while eating a frosty,difficulttweet
2740,ab925cac3e,sad negative ,sad that christian lacroix had to file bankruptcy,difficulttweet
2741,e2bf49618d,stupid negative ,stupid my ipod is taking forever to load ,difficulttweet
2742,d6dcf8c5ef,has already negative ,jessie has gone away 4 the weekend i miss her already,difficulttweet
2743,d4aa6a714a,thanks for the in of a any  neutral ,sitting in a shadow of the tree in the heart of the city listening to panic waiting for the bus thanks wind for being so pleasant a ,difficulttweet
2744,dc78ad00d3,not still so negative ,woke up early this morning not happy bout that headache dizzy can t breathe yeh im still sick,difficulttweet
2745,0a49d88d14, lol i ll see ya now in my both tho neutral , nevermind i kept reading and see ya ll r gonna be in williamsburg i ll mind my business now lol,difficulttweet
2746,ca75f7e584, that ,fingers crossed that my neighbor can sign for my ups package today otherwise it may be bye bye pretty skirts,difficulttweet
2747,d18a55e49e,doesn t know what to wear negative neutral ,alice doesn t know what to wear to the cinema 3,difficulttweet
2748,620741fc16,it was cool ,yeah yesterday i turned 16 my parents rented me out a hummer limo it was pretty cool,difficulttweet
2749,3289389558,aww dont cry positive , aww dont cry ashley,difficulttweet
2750,1496a45408,forgot negative ,i didn t bring my pokemon with me i forgot them at home,difficulttweet
2751,a4b7cca240,has to all not a at  negative ,has to go to sleep but is not sleepy at all ,difficulttweet
2752,f321d7a256,love positive , love it i wish my other half could even name web design ladies,difficulttweet
2753,e1dbabfca3, and i were how on your neutral , and i still recall how helpful you were way back when as i struggled on an ar contest question ,difficulttweet
2754,f4855a1986,great positive ,had a great weekend but ate too much i think i am looking forward to my trip to hobart on friday the 15th ,difficulttweet
2755,92b95ebfbf, ohh , hush stop teasing,difficulttweet
2756,f8d2395684,im not a and at leave fb the  neutral ,im wearing a certain tye dye tshirt at the moment and it misses its 8 counterparts ,difficulttweet
2757,a4468f0e74, positive , gotcha let s meet up the twitt cafe,difficulttweet
2758,850681c6b2,hate all negative ,is feeling sick oh well i reckon those people on the bus cursed me anyways nighty night all ,difficulttweet
2759,6999d42bd9,it negative ,that didn t take long a fragment of bone did not heal to the major bone it is now being reabsorbed by my body may need fix in future,difficulttweet
2760,07a3ac5a80,freaking negative , happy belated birthday hun my net broke this is the first chance i ve had to get online luff yooooooo xxxxxxxx,difficulttweet
2761,7f4a82153d,bad i think hear it to the ,i think i read strawberries its hard to have a fav char in your comics i like bad rabbit and the stud chic sent to kid,difficulttweet
2762,84548ab6e2,the your twitter up and you neutral ,your the supporter its totally up to you,difficulttweet
2763,9c65f93a2b,funny  positive , marie justin timberlake is sooo funny ,difficulttweet
2764,448c887bd1,great have a one  positive ,get yer freak on it s monday have a great one if it s possible to have a great monday ,difficulttweet
2765,e19ed00091,i just spent my baby  of our mouth into blood twilight neutral ,i just managed to stab a piece of bhuja hot of course into the roof of my mouth blood everywhere well at least in my mouth ,difficulttweet
2766,b59a892581,i love you positive , i love you,difficulttweet
2767,be6d61ef42,wish positive , a steak burrito bowl right i wish i wasn t too lazy to go downtown,difficulttweet
2768,6b6ff812c1, hahaha not just for dead neutral , hahaha chivalry s not dead just rare,difficulttweet
2769,f02147d638,aw positive ,awww holly shes so cute i hope they let her sing again ,difficulttweet
2770,a85e779682,omg that s horrible positive , omg that was my twin sister s fav song,difficulttweet
2771,52e7b6c3d1,i miss negative ,moving offices i m going to miss you hollywood ,difficulttweet
2772,8247622f9b,my friend girl me neutral ,my girl friend also dropped me,difficulttweet
2773,df320b92cd,off to wedding a  neutral ,off to a wedding ,difficulttweet
2774,5fb30f858b, awww not have but we most hours work negative , probably not kinda expensive and we have to work most people have off weekends we work ,difficulttweet
2775,238f8d875e,shame negative , shame freud can t follow up on those implications,difficulttweet
2776,02883c7ab1, positive , yes the pool opened this weekend,difficulttweet
2777,3593dbe193,is all alone for the uk  neutral ,is all alone for the evening ,difficulttweet
2778,9b186b77f1,still eating and drinking then be neutral ,might still be eating and drinking then,difficulttweet
2779,d9bc353713,an  neutral ,farewelling an employee tonight ,difficulttweet
2780,f4032fd33c,just to set see for on  neutral ,everyones just set to away on msn nobody to talk to ,difficulttweet
2781,93b34b1964, i , i skyped u las nite,difficulttweet
2782,aa2c27ea07,he s sooo ,i like rio ferdinand when he s wearing an england jersey ,difficulttweet
2783,2e56c6a83e,sad negative ,truly sad my cheap little camcorder just shot craps ,difficulttweet
2784,2e94c6bf84,love positive ,sweet nk dreams love you all,difficulttweet
2785,a1b435d7b2,is so over i ,is obsessing over chris pine heehee ,difficulttweet
2786,c5628b1962,it s been there are for and people they do now me x neutral ,fear crept in but it s already been dismissed now let me do this thing right coz this time the feelings are there and it s so different,difficulttweet
2787,0aec5ff9a0,ugh what is negative ,is ugh what a miserable looking day 54 degrees where did summer go ,difficulttweet
2788,09910a212e,i am so bored to do  negative ,i am so bored i really don t know what to do ,difficulttweet
2789,e5b36bbce3, girl you go neutral , woot you go girl,difficulttweet
2790,d8ea663169,from sleep and neutral ,from twitterberry moved to ubertwitter suffered from bb cache errors,difficulttweet
2791,5773cb0640,great positive , how poetic great going keep them coming,difficulttweet
2792,8c5d6357cf,thanks appreciate positive , thanks stephen appreciate it,difficulttweet
2793,d01966504b,ha just got ,totally just got hit on by one of her bar guests ha ha yay me ,difficulttweet
2794,02ea3e88bb,i hate negative , i hate when that happens i hope you figure it out soon ,difficulttweet
2795,1e52917c17, i you get sad m negative , we ll miss you i m sad i didn t get to meet you,difficulttweet
2796,4d5a01ceea, drive first congratulations live they or to leave not lol neutral ,completely excellent dave matthews concert jason mraz opened i heard stay or leave crush for the first time live,difficulttweet
2797,656119dd86,went out ,spoke about culture to some of our rackers over at the castle now time for some awesome mexican food no drinking antibiotics ,difficulttweet
2798,f68a3ece4b, down drink and the on has a lot neutral , twitz lol hiiii yourself maybe lay off the patron and down a bottle of water ,difficulttweet
2799,22d22bda0a,i love positive ,on my way homee i love long car rides 3,difficulttweet
2800,f2a3b9d7f4,cant sleep negative ,tiiiired but i cant sleep,difficulttweet
2801,bc3c21ca4e, you were amazing positive , you were greeeeeeaaaaatttttttt babe it was amazing ,difficulttweet
2802,b9285b80a9,not well negative ,not well again it s definitely not hayfever,difficulttweet
2803,47e8896447,hoping and ready about for nothing to work done neutral ,thinking about recent job opportunities and hoping to get one and gettng ready for church,difficulttweet
2804,c2828fbc35,poor little case negative ,my poor little 7mth old was taken to hospital yesterday we are syringe feeding him at home because he doesn t want to drink ,difficulttweet
2805,a4ab64c15c,fun  positive , graverobber graverobber sometimes i wonder why i even bother have fun tonight ,difficulttweet
2806,da4a26cd96,so is on it tonight a going cold neutral ,so is on snl tonight it s going to be a hilarious,difficulttweet
2807,3b388efbe6,fun positive ,got to see 2 of my favorite guys back on long island heading back to the city tomorrow or monday to be with the boyfriend 3,difficulttweet
2808,449d73bf4f,happy positive ,you tell yo mamma an em i axe how she durrin and that i said happy mothers day ,difficulttweet
2809,c63415814e,i don t want to go  neutral ,i don t want her to leave ,difficulttweet
2810,c818fdf4b8, sucks negative , an hour in the sun turned me into a blancmange sucks to be pale,difficulttweet
2811,da76e6c8e1,happy mother , aww happy mother s day to you too girlie kingston is lucky to have such a great mommy ,difficulttweet
2812,b9798fcba9,haha really good  positive , oh really hopefully it was a good one i just was trying to get your attention thats all,difficulttweet
2813,b40a435ea7, let me , let me check sirs,difficulttweet
2814,d6606e8167,there out ,bout to knock out feelin a lil sick peace y all,difficulttweet
2815,d9564b50ef,beats positive ,yay playing scattegories and being random with joel may sherman,difficulttweet
2816,0d769aca27,really positive , corruptedangel my god really really 50 christ,difficulttweet
2817,23a614d341,ugh negative , ugh grosss,difficulttweet
2818,c4a00650cd, if you can not know how neutral , if you can and know how why not,difficulttweet
2819,5aa8c0daad,omg do i got 2 neutral ,like wat do i do wat do i do ha i got it i ll go 2 mushygushy so peace out twitter dudes i got a gushy gram 2 make,difficulttweet
2820,adf5be9ada,hard negative , i need a hug cuz these garbage truck men keep driving next to me whistling and im working too hard 2 graduate ,difficulttweet
2821,343c2dd395,fantastic  positive , that was fantastic thank you,difficulttweet
2822,e64a4d5361, positive , r one of mine is a potential winner i think could be quite easy to code but i might sit on it for now,difficulttweet
2823,facd1f468e,can only 4 hours tonight 3 sleep neutral ,3 4 hours sleep last night barely functioning,difficulttweet
2824,11a3a0fb9d,yay positive , thank you usually the learning happens after i get a little rest and review my notes which reminds me i d better get some rest,difficulttweet
2825,61fde0e7e6,we finally it back in the are miss you here if get to all  neutral ,i hear it s a scorcher back home all we ve got here are clouds back in the studio maybe if we re lucky we might get 2 songs done 2day ,difficulttweet
2826,769c8775bf,so great positive , so technically i havent really gotten out of bed so i think you re right and i m gonna stay here ,difficulttweet
2827,24747934b4, yeah i can t stop when it for my days while there way to awake work neutral , yeah i ll probably stop when all of my stories are completely finished that won t be for a while though wide awake ,difficulttweet
2828,d79f6eda9d, nope it s like this neutral , nope it s been years since it s happened like this ,difficulttweet
2829,e8bbfed756,this twitter thing negative ,trying this twitter thing out facebook is finally a routine for me now i need to figure out how to do the twitter thing,difficulttweet
2830,413eef8c27, see you with neutral , see u next saturday with mr ,difficulttweet
2831,90fddcbca5,i miss you negative , i miss you terribly,difficulttweet
2832,33745d82ff, i have to move it is in the next neutral , i ll have to be more creative in choosing my next alias adding the n to the front obviously was not stealthy enought ,difficulttweet
2833,59b63d3b0f,enjoy positive , s tried to reply back to you but you need to follow me for me to dm we have many friends in common is the short answer,difficulttweet
2834,032fc2b3a2, a ,i bought a leica m8 charger arrived doa called leica got transferred around and left a vm atleast the rf isn t misaligned ,difficulttweet
2835,739f17cfe1, positive ,oh yeah the camera clipping problems with void are now completely fixed yay me for fiddling about,difficulttweet
2836,4db44fd32a, all of neutral , all of em hahahahaha sry,difficulttweet
2837,06ed7a838d,good  positive ,got the twilight board game today good old ebay ,difficulttweet
2838,fb7e52a340,all you are me a for can it neutral ,48 laws of power by robert greene it s a little bit much for me but is anyone interested in a copy dm me if you are,difficulttweet
2839,7574ef7536,stupid negative , i m a real boy goddamit guh apostro i feel sad the library lady thinks i m stupid she s stupid j,difficulttweet
2840,e2d8e05859, negative , i ve run out of earl grey so having lemon tea instead then whb for me too,difficulttweet
2841,6ff99dcdc1,happy positive ,finally made it to the qc happy mother s day got my car ,difficulttweet
2842,6e0abe59f9,good positive , now i m done good nite,difficulttweet
2843,ec1dd094c2, i have to watch one actually them on it neutral , i have no one to watch it with ma peeps are actually focused on their finals already ,difficulttweet
2844,6471ce79df, oh it s been long so i can neutral , oh it s been so long i can t remember,difficulttweet
2845,7ae4f41a31,movie cool neutral ,download movie notorious cool movie,difficulttweet
2846,44da94a9b7,want to hang with tea and out some wants it go neutral ,want to hang out with beth and tenaya and their hubbys tonight but jon wants to hang out with some other people,difficulttweet
2847,a3dc4cf37a, off to and start neutral ,talking to sarah and lisa ,difficulttweet
2848,b2309cd1ce,you a ,tweeterizing from a mobile,difficulttweet
2849,34e4bf2b94,not nice  and am be doing at the here up you neutral , hi waking up and not lazy at all you would be proud of me 8 am here btw nice colour not burnt ,difficulttweet
2850,6fe5a83801,miss negative ,seagull hates me and im utterly depressed about it i miss him ,difficulttweet
2851,f87b8847a9,i want to get a and pretty neutral ,i want to get super pretty and i want a cig,difficulttweet
2852,948fd09708,is from i  neutral ,wasabi is recovering from surgery ,difficulttweet
2853,8244eb7ae9,omg no ,omg no icecream,difficulttweet
2854,f446d26bfc,going to school  me neutral ,is going to school leave me stuff ,difficulttweet
2855,da3dd37b70,miss negative ,have to run i ll be on later and hopefully can catch everyone i missed today working on web is a bear and so i miss a lot ,difficulttweet
2856,a7a5cb1584,awful positive ,gosh watchin cosmetic surgery nightmares on itv it is awful,difficulttweet
2857,16fd300910,excited positive ,ive been passed out drunk for the passed couple of hours good to go now,difficulttweet
2858,6a818203a8,stupid negative , grr my stupid meebo is disconnecting me every 5 seconds,difficulttweet
2859,3102d159d1,good positive , lmao just saw this that sounds hella good i have a hair appt at 7,difficulttweet
2860,0eb06a4076,mum negative ,ooh new bonkers is out tomorrow nearly forgot about that,difficulttweet
2861,4454e4d53a,i m no longer negative , i m not sure but 4719 fans in just a week is a wow to me i guess they will soon overtake other malaysian page to be no 1 ,difficulttweet
2862,2b18f3c81f,sick negative ,im so tired and sick i have to be better on sunday so i can sing morning and night,difficulttweet
2863,e8e5d28fb4,i love the video for positive ,i love the video for da funk by daft punk,difficulttweet
2864,c3feee17fd,lovely positive , how lovely,difficulttweet
2865,eadd269ce5,i m on the go can see again  neutral ,packing gym bag off to the gym in a bit squee i m my happiest whem i m on the go ,difficulttweet
2866,fd5ee5b52e,love you david positive ,happy mothers day mommy i love you so much dono what id do without you ,difficulttweet
2867,b454c1364b,how of u neutral ,homework study guides,difficulttweet
2868,77e57c378f,hate negative ,grrr hate when i make careless mistakes on docs i give to my partner,difficulttweet
2869,e24b1487e4, just at him s in he wanted neutral , at least he s in breakthrough performance tho i just wanted him nominated in his own category,difficulttweet
2870,41bb347c8c,it  negative ,the 3d version of up sold out regular version it is ,difficulttweet
2871,d7f63d1bb6,and it s gone  neutral ,and it s gone ,difficulttweet
2872,13ff4f0f99, man if you , rugged man hi vishal,difficulttweet
2873,34533b5903,dang negative ,finally now i am me again i had to use internet explorer firefox issues back to normal tweeting ,difficulttweet
2874,63c7425486,friday work negative ,it s friday but i have to work the weekend,difficulttweet
2875,44c1c813a1, another guy gonna get to study on the 4 hit neutral ,feeling some butterflies today study study study contracts gonna ace this then on to the write on competition for the journals ,difficulttweet
2876,8e34972820,can t be after an turn on a few been you or playing please are  neutral ,now comes the fun part because you can find only a few offers per country or you live outside us your changes can be quite tiny ,difficulttweet
2877,bb8443d7e2,yes it was good  positive ,watched yes man it was good ,difficulttweet
2878,cadb7e8823,she negative , she forgot her words and then started crying and she stopped singing but then carried on and then cried again so she stopped,difficulttweet
2879,65019c18cb, hey c they can t b a re or huge neutral , hey sherri don t give up b c they re married they may have a brother or a friend ,difficulttweet
2880,126e2e83d6,2 work  neutral ,sorry just think 2 5 hrs till 2 days off ,difficulttweet
2881,42d4d17693, i can t have and on my ipod it s negative neutral , i can t i m on my ipod and it doesn t have im,difficulttweet
2882,8837fac289,so i hope you feel lol better than  neutral ,okay so i thought i was getting sick but nope hahaha phew sry mike lol hope you get better soon ,difficulttweet
2883,1fb1670192,wont me watch again negative ,grrrr youtube wont let me watch the chat again,difficulttweet
2884,669c709c0b, well hard for your name on something the to like neutral , well that propels people to change direction no point wasting your days on something you lost the passion for ,difficulttweet
2885,c7e52408c8,dang positive ,hour fifteen drive just left bored and ate half my food already,difficulttweet
2886,f6f96dd249,my ,contemplating getting my hair cut and having severe anxiety about it ,difficulttweet
2887,f8456f260f,i love positive ,i am seriously addicted to talking to people haha but i love it so i don t care and you can t tell me otherwise jerk ,difficulttweet
2888,51ddb4abcf, ,excitement 8 new followers overnight sadness 6 of them are ad bots ,difficulttweet
2889,15a017a8e4, im your you trying to take a will for sure neutral , sorry demi just read post that you can attend bgt im sure your support for sb has helped tho a world without paps plzz,difficulttweet
2890,089f2af7b9,i wish go to in the middle  neutral ,i wish i could go to meet in the middle tomorrow ,difficulttweet
2891,28bd0fcd11,love positive , pauly wallly you made my life happy as hell and i love you x3 you should reply back to me,difficulttweet
2892,f79609f1b3,soooo much right now  negative ,lovin bailon soooo much right now ,difficulttweet
2893,8e7d2d0ea4,miss negative ,bye la i already miss you,difficulttweet
2894,b847eb1075,yummy  positive , haha dork that sounds so yummy share ,difficulttweet
2895,f923746a3f,they are think my legs neutral ,ahhh i think my legs are burnt they hurt,difficulttweet
2896,80279a9e74, it s so and yes you , it s trashy and sensationalist so yes,difficulttweet
2897,5d3d18f13b,r most , hahaha now ur gonna tweet i awoke to 67 the other night haha man the concerts here suck cali s da place 2 be,difficulttweet
2898,6debbd53ee,happy positive ,happy star wars day,difficulttweet
2899,f2906f0420,thanks positive , thanks for the follow ,difficulttweet
2900,a7f12fa546,loving positive , loving the jumper,difficulttweet
2901,a72c5d15b7,hate negative ,oh fml its probs gunna be at shepards bush i hate it there,difficulttweet
2902,bd4c861cc2, just for about to too till new neutral , unfortunatly just about to start making my way home but via singapore for a gig too so fun ain t over just yet ,difficulttweet
2903,5ec14d968a,wish i me get to sit who just for  neutral , i wish we had sun lollies for me to get addicted what flavour ,difficulttweet
2904,ca2896a372,thanks positive ,i m such a saddo haha but that actually makes me really happy warrens dead though,difficulttweet
2905,416e6352b9, are you find another of neutral , are you in need of another kiss attack ,difficulttweet
2906,2987cae592, hey , hehe i can almost hear out of my right ear now can you yet ,difficulttweet
2907,692cd6a34b,can i ,nku i can get that app after all ,difficulttweet
2908,7067e6046d, lots of a night everything at to see stuff your neutral , saw a whole lot of your stuff at africa joy casterbridge farm white river in mpumalanga was quite thrilled to see ur stuff,difficulttweet
2909,c4210150ee,don ll be negative , mom emailed you it ll be on the porch anytime if you come tomorrow we ll have to miss you don t worry about knocking ,difficulttweet
2910,bd095b4751,is so ,tweetioi in class is a real problem taylor ,difficulttweet
2911,3dd127f4af, haha , hey hunnie how are u i miss talkin to u ty for the follow,difficulttweet
2912,8bdaf388f3,broke negative ,i think i m broke again ,difficulttweet
2913,9ddcd3f037,working the day  positive , the result of working the green black fingers ,difficulttweet
2914,0457eb75c2,sorry negative ,maaaaan i spent an hour on a project for work only to have the computer bork and crash and lost it all,difficulttweet
2915,598d35cd58,has a ,has made a decision and will stick to it although i m really not sure it s the right one,difficulttweet
2916,472fc56661,awww much ,ahhhhh processing shipment sooooooo much ,difficulttweet
2917,d46052706c,he can t wouldn get him  negative ,i can t find hope he didn t get eaten by anything last night he jumped off the deck he just wont stay in safe sigh ,difficulttweet
2918,6a784b0c72,poor baby ,my poor baby girl is poorly x,difficulttweet
2919,16466d0ff2,good luck positive , whooo baby good luck,difficulttweet
2920,68a6cf591a,glad positive , d aaaww that s so good to know i m glad james is doing great we love you guys kisses from venezuela ,difficulttweet
2921,04c455e820,check negative ,does real detroit weekly not have a website oh the horror the horror,difficulttweet
